customer,instance_name,uri,servicename,healthcheck_flag,remote_name,status,final_status,transaction_date,hour,partner,transaction_count,bytes_sent,bytes_received
Skippad,api-gateway-94,/customers/1884,ConfigService,False,GooglePubSub,Pending,Pending,2022-02-13,2,Partner9,232,324797,457962
Bubbletube,api-gateway-96,/customers/1934,MessageQueueService,True,GooglePubSub,Pending,Failed,2020-03-12,6,Partner8,171,781025,158690
Jaxspan,api-gateway-08,/customers/8205,UserService,True,KongGateway,Completed,Failed,2021-02-06,20,Partner5,803,677927,653203
Roodel,api-gateway-73,/customers/4023,ConfigService,False,GooglePubSub,Failed,Pending,2022-09-12,17,Partner7,110,731437,253182
Topiczoom,api-gateway-71,/customers/2458,UserService,False,GooglePubSub,Pending,Pending,2022-11-17,7,Partner3,890,984924,360354
Podcat,api-gateway-35,/customers/5613,PaymentGateway,True,ApigeeEdge,Failed,Completed,2022-07-30,5,Partner7,37,412087,246650
Voomm,api-gateway-64,/customers/1369,DatabaseProxyService,True,ApigeeEdge,Completed,Pending,2022-08-05,9,Partner1,802,168600,17802
Skinix,api-gateway-67,/customers/6151,GoogleMapsAPI,True,SmartLock-Entrance,Pending,Failed,2020-07-14,16,Partner4,563,764353,109378
Thoughtblab,api-gateway-56,/customers/4441,ConfigService,False,BillingService,Failed,Pending,2022-10-24,0,Partner3,173,955396,739760
Mydeo,api-gateway-33,/customers/0935,ConfigService,False,Server42,Completed,Completed,2020-11-12,22,Partner8,821,718427,577338
Browsedrive,api-gateway-44,/customers/9522,InventoryModule,False,Server42,Failed,Pending,2021-01-17,1,Partner2,317,952085,341633
Jabberbean,api-gateway-93,/customers/6056,MessageQueueService,True,ApigeeEdge,Failed,Failed,2022-02-22,8,Partner6,558,844245,280358
Kwideo,api-gateway-11,/customers/3086,GoogleMapsAPI,False,GooglePubSub,Pending,Completed,2020-06-27,4,Partner7,94,677892,434566
Gigazoom,api-gateway-82,/customers/2205,MessageQueueService,True,192.168.1.10,Failed,Completed,2022-10-31,16,Partner5,966,46998,476881
Cogilith,api-gateway-07,/customers/7502,MessageQueueService,True,DBCluster01,Failed,Completed,2022-05-01,5,Partner6,341,55461,852607
Oodoo,api-gateway-39,/customers/3101,OrderManagementService,False,SmartLock-Entrance,Completed,Completed,2022-03-11,15,Partner1,743,28250,341631
Yakidoo,api-gateway-38,/customers/8060,InventoryModule,True,DBCluster01,Pending,Completed,2022-01-23,16,Partner5,933,689303,591511
Fivespan,api-gateway-14,/customers/5492,PaymentGateway,True,AWS_S3,Completed,Pending,2020-04-07,0,Partner1,542,956901,454119
Chatterpoint,api-gateway-05,/customers/1463,OrderManagementService,False,ApigeeEdge,Completed,Pending,2020-03-25,3,Partner2,617,875526,865734
Tanoodle,api-gateway-04,/customers/0093,DatabaseProxyService,True,RedisCache,Failed,Failed,2022-04-06,17,Partner2,349,754322,45412
Gabcube,api-gateway-58,/customers/3753,OrderManagementService,False,ApigeeEdge,Pending,Failed,2020-12-09,14,Partner5,831,453624,337118
Skajo,api-gateway-48,/customers/7967,PaymentGateway,True,192.168.1.10,Pending,Pending,2020-08-22,0,Partner2,33,162457,150725
Kamba,api-gateway-65,/customers/9502,PaymentGateway,False,SmartLock-Entrance,Failed,Failed,2022-05-27,4,Partner3,45,989212,693916
Digitube,api-gateway-95,/customers/5261,NotificationEngine,False,Server42,Completed,Completed,2021-03-31,4,Partner8,310,997997,901217
Chatterbridge,api-gateway-13,/customers/0707,UserService,False,Server42,Pending,Completed,2020-11-14,10,Partner4,116,344301,81458
Blogspan,api-gateway-71,/customers/1581,InventoryModule,False,BillingService,Pending,Pending,2021-11-08,16,Partner7,83,332665,707448
Flashspan,api-gateway-09,/customers/0213,MessageQueueService,False,AWS_S3,Completed,Pending,2022-04-24,1,Partner1,812,37176,110214
Wikido,api-gateway-92,/customers/7524,InventoryModule,False,RedisCache,Completed,Failed,2021-03-27,22,Partner3,381,422708,721957
Realcube,api-gateway-18,/customers/9641,ConfigService,False,192.168.1.10,Pending,Completed,2022-10-22,23,Partner9,9,194054,65921
Youspan,api-gateway-94,/customers/4123,MessageQueueService,False,DBCluster01,Pending,Completed,2021-08-11,0,Partner4,512,980385,185051
Photolist,api-gateway-27,/customers/4521,UserService,False,SalesforceCRM,Pending,Completed,2020-12-27,8,Partner4,698,132551,570055
Tazzy,api-gateway-73,/customers/5315,CatalogService,False,192.168.1.10,Pending,Failed,2022-05-01,12,Partner9,87,638855,695747
Wikido,api-gateway-93,/customers/3281,CatalogService,False,ApigeeEdge,Failed,Completed,2020-02-14,2,Partner6,954,116611,709111
Roomm,api-gateway-67,/customers/5121,CatalogService,True,SensorArrayA1,Failed,Failed,2021-02-11,13,Partner8,723,472703,266970
Thoughtbridge,api-gateway-66,/customers/0259,UserService,True,192.168.1.10,Pending,Failed,2022-11-18,10,Partner2,125,718736,779074
Eimbee,api-gateway-28,/customers/1859,InventoryModule,True,BillingService,Completed,Failed,2022-10-14,11,Partner7,840,96758,425323
Voolia,api-gateway-87,/customers/8539,InventoryModule,False,BillingService,Completed,Pending,2020-05-08,0,Partner3,158,478777,147269
Babbleset,api-gateway-82,/customers/7555,InventoryModule,False,KongGateway,Pending,Pending,2022-08-04,17,Partner4,692,123708,975170
Tekfly,api-gateway-27,/customers/6397,ConfigService,True,SensorArrayA1,Completed,Pending,2020-03-15,17,Partner2,21,560474,72343
Janyx,api-gateway-88,/customers/7528,UserService,True,ApigeeEdge,Failed,Pending,2021-05-10,13,Partner1,485,619180,705737
Mydo,api-gateway-13,/customers/6597,OrderManagementService,True,GooglePubSub,Completed,Completed,2021-06-24,1,Partner3,21,840756,616955
Trilia,api-gateway-35,/customers/1792,CatalogService,False,AuthService,Completed,Failed,2022-12-18,1,Partner6,46,909076,81826
Dabvine,api-gateway-29,/customers/3095,MessageQueueService,False,SalesforceCRM,Completed,Failed,2021-04-20,14,Partner9,330,768173,229892
Abata,api-gateway-76,/customers/6811,CatalogService,True,SmartLock-Entrance,Completed,Completed,2021-03-16,9,Partner8,290,158122,59799
Kamba,api-gateway-19,/customers/7078,CatalogService,False,AWS_S3,Completed,Failed,2022-10-05,8,Partner1,558,512962,765133
Rooxo,api-gateway-66,/customers/0570,NotificationEngine,False,AWS_S3,Failed,Completed,2022-02-27,9,Partner7,763,469810,548705
Eidel,api-gateway-39,/customers/9410,DatabaseProxyService,False,DBCluster01,Completed,Failed,2022-05-14,8,Partner9,328,642493,936469
Meevee,api-gateway-80,/customers/1322,LoggingService,True,AzureBlobStorage,Failed,Completed,2020-09-18,9,Partner1,170,114081,606019
Zoovu,api-gateway-55,/customers/8364,CatalogService,False,DBCluster01,Completed,Pending,2022-09-13,10,Partner5,493,965772,470478
Zava,api-gateway-23,/customers/9764,InventoryModule,True,SalesforceCRM,Completed,Pending,2020-02-18,10,Partner1,942,500753,337181
Camimbo,api-gateway-21,/customers/2274,OrderManagementService,True,SmartLock-Entrance,Failed,Failed,2020-03-01,10,Partner8,571,770052,861247
Mudo,api-gateway-21,/customers/7941,OrderManagementService,False,AuthService,Failed,Completed,2020-08-02,16,Partner8,105,964998,343336
Tekfly,api-gateway-77,/customers/3516,PaymentGateway,False,KongGateway,Failed,Failed,2022-08-26,1,Partner6,720,398670,632145
Yacero,api-gateway-94,/customers/3989,DatabaseProxyService,True,DBCluster01,Completed,Pending,2021-02-11,15,Partner7,417,429875,760533
Camido,api-gateway-06,/customers/1499,ConfigService,True,GooglePubSub,Pending,Failed,2021-01-07,18,Partner9,900,333144,883725
Bubblemix,api-gateway-66,/customers/3777,GoogleMapsAPI,False,SalesforceCRM,Failed,Failed,2021-07-31,14,Partner3,228,867636,603575
Mydeo,api-gateway-22,/customers/7722,GoogleMapsAPI,False,AuthService,Completed,Pending,2020-11-09,3,Partner6,865,44361,614102
Realcube,api-gateway-80,/customers/6357,ConfigService,True,AuthService,Completed,Pending,2022-10-30,16,Partner5,602,604394,113174
Devpulse,api-gateway-59,/customers/7041,MessageQueueService,False,SmartLock-Entrance,Completed,Completed,2020-01-06,6,Partner3,877,750662,947910
Oyoyo,api-gateway-88,/customers/0527,LoggingService,True,KongGateway,Pending,Pending,2021-01-18,12,Partner9,589,122321,17493
Babblestorm,api-gateway-22,/customers/3778,NotificationEngine,False,192.168.1.10,Failed,Pending,2020-04-16,21,Partner4,198,669663,734857
Wordtune,api-gateway-94,/customers/6998,NotificationEngine,False,GooglePubSub,Failed,Pending,2021-02-23,4,Partner8,766,599494,300555
Demimbu,api-gateway-55,/customers/3595,MessageQueueService,False,RedisCache,Completed,Completed,2020-11-10,17,Partner8,646,942572,794830
Dabshots,api-gateway-28,/customers/7709,DatabaseProxyService,False,AzureBlobStorage,Failed,Pending,2022-10-12,6,Partner2,598,484722,180662
Photojam,api-gateway-73,/customers/7385,GoogleMapsAPI,False,SalesforceCRM,Failed,Pending,2022-12-14,21,Partner8,579,864469,469414
Devpulse,api-gateway-43,/customers/3760,GoogleMapsAPI,True,SensorArrayA1,Completed,Failed,2021-07-08,4,Partner8,439,612735,674920
Midel,api-gateway-15,/customers/5034,CatalogService,True,ApigeeEdge,Failed,Completed,2021-11-26,7,Partner4,289,176291,233733
Jabbertype,api-gateway-24,/customers/1366,LoggingService,True,ApigeeEdge,Completed,Completed,2020-09-15,0,Partner5,369,828051,104374
Gabtune,api-gateway-91,/customers/5140,DatabaseProxyService,True,SmartLock-Entrance,Completed,Failed,2021-03-28,4,Partner2,621,481577,258260
Twimm,api-gateway-84,/customers/6921,GoogleMapsAPI,True,BillingService,Failed,Failed,2022-06-22,11,Partner4,664,760979,430881
Yodoo,api-gateway-14,/customers/8288,UserService,False,Server42,Completed,Failed,2021-02-20,0,Partner5,762,907726,476258
Demimbu,api-gateway-14,/customers/2418,UserService,False,BillingService,Pending,Pending,2020-11-06,11,Partner3,377,187440,359045
Kazio,api-gateway-85,/customers/6003,InventoryModule,True,AWS_S3,Pending,Failed,2021-09-11,9,Partner7,154,602337,340597
Skyba,api-gateway-47,/customers/7882,InventoryModule,False,SensorArrayA1,Pending,Failed,2022-01-23,15,Partner3,552,812018,673739
Vitz,api-gateway-28,/customers/9687,ConfigService,True,SalesforceCRM,Pending,Completed,2022-11-04,20,Partner8,582,769512,517571
Bluezoom,api-gateway-73,/customers/1860,ConfigService,True,ApigeeEdge,Completed,Failed,2020-09-11,7,Partner1,712,940602,134752
Divape,api-gateway-50,/customers/6734,DatabaseProxyService,True,SalesforceCRM,Completed,Pending,2021-07-20,17,Partner4,737,520269,51056
Dazzlesphere,api-gateway-92,/customers/3259,UserService,True,Server42,Failed,Pending,2020-01-03,11,Partner9,538,530541,771274
Voonyx,api-gateway-21,/customers/1791,CatalogService,False,AWS_S3,Completed,Pending,2021-05-05,8,Partner7,537,552551,197604
Linkbuzz,api-gateway-58,/customers/5313,PaymentGateway,True,DBCluster01,Completed,Pending,2021-11-10,14,Partner1,942,35844,482569
Trudeo,api-gateway-96,/customers/9799,ConfigService,False,DBCluster01,Pending,Failed,2021-10-26,14,Partner5,326,245080,376498
Jaxbean,api-gateway-07,/customers/4906,MessageQueueService,False,AuthService,Failed,Completed,2020-06-05,9,Partner4,278,541959,230818
Dabtype,api-gateway-75,/customers/3651,GoogleMapsAPI,False,SmartLock-Entrance,Pending,Failed,2020-11-20,9,Partner3,265,707651,19117
Photobean,api-gateway-04,/customers/9165,UserService,False,KongGateway,Completed,Pending,2020-03-15,17,Partner9,996,655708,196055
Thoughtmix,api-gateway-73,/customers/9362,CatalogService,False,AWS_S3,Completed,Completed,2020-06-16,8,Partner5,144,382017,690421
Thoughtbridge,api-gateway-78,/customers/9649,CatalogService,True,Server42,Completed,Failed,2022-05-15,20,Partner3,972,257869,298496
Wikivu,api-gateway-67,/customers/9588,LoggingService,False,RedisCache,Completed,Pending,2022-06-08,10,Partner6,564,161942,403870
Flashset,api-gateway-10,/customers/8523,DatabaseProxyService,False,SmartLock-Entrance,Pending,Pending,2021-10-26,10,Partner3,711,830578,819258
Thoughtbridge,api-gateway-75,/customers/4199,LoggingService,False,Server42,Completed,Completed,2020-06-08,16,Partner3,388,766702,328616
Oyoba,api-gateway-22,/customers/1746,DatabaseProxyService,False,ApigeeEdge,Pending,Failed,2022-07-21,18,Partner1,458,916139,789345
Skyble,api-gateway-45,/customers/2858,UserService,True,SensorArrayA1,Completed,Pending,2020-08-10,2,Partner5,915,999595,926651
Browsetype,api-gateway-27,/customers/2707,DatabaseProxyService,False,SensorArrayA1,Pending,Failed,2020-05-16,11,Partner1,571,276858,876505
Babbleopia,api-gateway-68,/customers/7700,MessageQueueService,False,SmartLock-Entrance,Failed,Failed,2020-05-23,3,Partner2,564,413933,549331
Rhycero,api-gateway-61,/customers/5879,GoogleMapsAPI,False,AuthService,Completed,Pending,2020-05-04,12,Partner3,883,852350,494857
Dabfeed,api-gateway-43,/customers/4234,InventoryModule,True,BillingService,Failed,Pending,2022-12-01,16,Partner7,243,371405,714392
Jatri,api-gateway-00,/customers/1266,CatalogService,False,AzureBlobStorage,Pending,Completed,2022-06-26,22,Partner3,60,71544,148898
Muxo,api-gateway-60,/customers/9561,GoogleMapsAPI,True,GooglePubSub,Pending,Failed,2020-08-23,20,Partner1,303,183995,154213
Feednation,api-gateway-71,/customers/7554,UserService,True,BillingService,Pending,Pending,2021-07-14,5,Partner7,762,706077,151250
Mynte,api-gateway-23,/customers/5505,LoggingService,True,Server42,Completed,Completed,2020-04-03,3,Partner3,97,152441,21078
Skaboo,api-gateway-79,/customers/7352,MessageQueueService,False,GooglePubSub,Pending,Failed,2022-09-20,13,Partner4,386,978555,95763
Wordware,api-gateway-07,/customers/9092,CatalogService,False,SmartLock-Entrance,Failed,Failed,2021-10-05,8,Partner2,585,964299,940552
Youspan,api-gateway-78,/customers/5104,NotificationEngine,True,ApigeeEdge,Completed,Failed,2021-06-02,8,Partner5,147,290410,311344
Ailane,api-gateway-42,/customers/7129,NotificationEngine,False,BillingService,Completed,Pending,2021-09-21,14,Partner5,818,854102,776371
Feedbug,api-gateway-09,/customers/8051,LoggingService,False,GooglePubSub,Pending,Completed,2020-09-07,0,Partner7,337,175187,94377
Brightbean,api-gateway-33,/customers/7300,GoogleMapsAPI,True,AWS_S3,Pending,Pending,2021-08-17,22,Partner9,979,535386,37486
Twimm,api-gateway-67,/customers/3363,LoggingService,False,SmartLock-Entrance,Pending,Failed,2021-09-12,17,Partner6,122,573441,51695
Gevee,api-gateway-20,/customers/9927,InventoryModule,False,AuthService,Pending,Completed,2020-09-03,7,Partner8,108,914687,220908
Izio,api-gateway-51,/customers/0130,DatabaseProxyService,True,192.168.1.10,Failed,Failed,2022-03-03,18,Partner5,638,987569,109148
Photobean,api-gateway-47,/customers/4424,UserService,True,GooglePubSub,Pending,Pending,2020-04-04,3,Partner7,78,213207,885590
Rhybox,api-gateway-40,/customers/0142,MessageQueueService,False,SmartLock-Entrance,Completed,Pending,2022-11-02,5,Partner6,167,978129,986497
Aibox,api-gateway-58,/customers/8288,PaymentGateway,True,DBCluster01,Pending,Failed,2021-01-06,10,Partner9,187,706599,224719
Trudeo,api-gateway-78,/customers/6143,CatalogService,True,DBCluster01,Completed,Pending,2022-01-09,19,Partner8,68,509231,276782
Mydo,api-gateway-35,/customers/9372,DatabaseProxyService,True,AzureBlobStorage,Completed,Completed,2020-12-20,14,Partner5,461,13211,359822
Plambee,api-gateway-24,/customers/6764,GoogleMapsAPI,False,GooglePubSub,Failed,Pending,2021-06-16,9,Partner4,16,689546,227843
Eayo,api-gateway-96,/customers/5958,ConfigService,True,Server42,Pending,Pending,2022-04-01,4,Partner4,983,675030,522061
Tagopia,api-gateway-29,/customers/2758,ConfigService,False,ApigeeEdge,Pending,Failed,2022-10-20,19,Partner8,458,186246,607104
Linktype,api-gateway-82,/customers/7580,CatalogService,True,KongGateway,Pending,Pending,2022-04-29,17,Partner4,387,510218,724817
Dynava,api-gateway-54,/customers/2896,DatabaseProxyService,True,SensorArrayA1,Pending,Completed,2021-01-14,11,Partner9,131,189187,423907
Geba,api-gateway-26,/customers/4271,UserService,False,SmartLock-Entrance,Pending,Pending,2021-01-08,0,Partner8,968,993016,242135
Eadel,api-gateway-98,/customers/3192,OrderManagementService,False,AzureBlobStorage,Failed,Pending,2022-01-17,17,Partner4,701,451217,730876
Myworks,api-gateway-42,/customers/4569,LoggingService,True,BillingService,Pending,Completed,2021-08-03,3,Partner7,633,333075,764652
Midel,api-gateway-29,/customers/8021,LoggingService,False,SalesforceCRM,Completed,Completed,2022-10-29,12,Partner4,752,387491,174201
Buzzshare,api-gateway-18,/customers/4324,GoogleMapsAPI,False,AzureBlobStorage,Pending,Failed,2021-03-31,14,Partner9,850,130859,400401
Brightbean,api-gateway-18,/customers/4745,ConfigService,False,AWS_S3,Pending,Completed,2020-03-24,18,Partner2,896,705625,263198
Realpoint,api-gateway-44,/customers/9747,LoggingService,False,RedisCache,Pending,Failed,2021-08-15,5,Partner2,105,407626,597240
Fatz,api-gateway-87,/customers/9118,CatalogService,True,BillingService,Pending,Failed,2021-06-18,22,Partner9,578,406946,379412
Janyx,api-gateway-35,/customers/7013,PaymentGateway,True,SensorArrayA1,Pending,Failed,2022-12-09,20,Partner6,552,38017,361507
Zoomdog,api-gateway-92,/customers/5604,MessageQueueService,True,ApigeeEdge,Completed,Failed,2022-10-11,0,Partner6,513,150921,757760
Ntags,api-gateway-06,/customers/2084,UserService,True,KongGateway,Pending,Pending,2021-03-16,9,Partner2,157,750272,875880
Youbridge,api-gateway-11,/customers/7558,GoogleMapsAPI,True,BillingService,Pending,Failed,2021-11-08,15,Partner4,672,370750,345660
Quimba,api-gateway-53,/customers/9176,CatalogService,True,SensorArrayA1,Failed,Pending,2021-10-15,14,Partner1,495,973016,141247
Edgeify,api-gateway-14,/customers/5178,DatabaseProxyService,True,192.168.1.10,Pending,Completed,2021-08-08,3,Partner7,905,672809,929766
Edgetag,api-gateway-87,/customers/0947,LoggingService,True,AWS_S3,Pending,Completed,2022-07-13,9,Partner7,835,396786,157749
Jabbercube,api-gateway-13,/customers/8330,PaymentGateway,False,192.168.1.10,Failed,Completed,2022-09-26,1,Partner8,472,272950,530655
Shufflebeat,api-gateway-76,/customers/9651,DatabaseProxyService,False,Server42,Completed,Completed,2021-12-16,11,Partner1,518,765661,297197
Topiclounge,api-gateway-64,/customers/7563,UserService,False,KongGateway,Failed,Completed,2020-06-18,2,Partner2,375,892698,174891
Centidel,api-gateway-69,/customers/8035,CatalogService,True,GooglePubSub,Pending,Failed,2021-04-22,14,Partner3,440,421728,970349
Browseblab,api-gateway-93,/customers/0477,UserService,False,SmartLock-Entrance,Pending,Failed,2021-12-04,1,Partner3,924,477108,479086
Youopia,api-gateway-21,/customers/6855,LoggingService,False,RedisCache,Failed,Completed,2020-12-08,2,Partner9,631,90751,896966
Oyoyo,api-gateway-34,/customers/3891,DatabaseProxyService,True,GooglePubSub,Failed,Completed,2020-11-21,14,Partner5,449,964421,945523
Eazzy,api-gateway-19,/customers/3840,MessageQueueService,False,SalesforceCRM,Completed,Pending,2022-05-11,4,Partner6,129,548385,719021
Meetz,api-gateway-52,/customers/7039,OrderManagementService,False,SensorArrayA1,Pending,Pending,2021-09-14,11,Partner2,795,837333,422381
Youbridge,api-gateway-71,/customers/1106,ConfigService,True,192.168.1.10,Pending,Pending,2021-07-03,21,Partner1,662,841244,955145
Yacero,api-gateway-35,/customers/8822,InventoryModule,True,RedisCache,Pending,Completed,2020-11-27,18,Partner3,373,573488,487022
Divanoodle,api-gateway-96,/customers/1845,LoggingService,False,AWS_S3,Failed,Failed,2020-04-20,9,Partner3,827,965557,528862
Buzzster,api-gateway-46,/customers/5905,MessageQueueService,True,KongGateway,Failed,Completed,2021-01-09,20,Partner6,181,211841,474115
Rhynyx,api-gateway-82,/customers/7550,ConfigService,True,KongGateway,Completed,Completed,2021-01-24,17,Partner2,669,807655,833791
Yadel,api-gateway-73,/customers/1238,GoogleMapsAPI,False,AzureBlobStorage,Failed,Completed,2021-02-08,22,Partner1,156,800474,542728
Edgewire,api-gateway-94,/customers/6637,GoogleMapsAPI,True,192.168.1.10,Failed,Failed,2020-04-27,21,Partner3,933,978228,71433
Cogilith,api-gateway-91,/customers/7215,PaymentGateway,True,SalesforceCRM,Failed,Pending,2020-06-25,22,Partner2,579,437252,762389
Abata,api-gateway-03,/customers/6159,OrderManagementService,False,Server42,Completed,Failed,2020-07-10,3,Partner7,742,963199,596917
Aimbu,api-gateway-11,/customers/9024,ConfigService,False,192.168.1.10,Pending,Completed,2021-05-05,23,Partner1,932,675275,209134
Realmix,api-gateway-03,/customers/2605,GoogleMapsAPI,True,KongGateway,Pending,Pending,2021-04-30,18,Partner4,752,124288,640952
Chatterbridge,api-gateway-00,/customers/9175,PaymentGateway,False,AzureBlobStorage,Failed,Completed,2020-09-04,14,Partner4,994,425363,672116
Dynazzy,api-gateway-28,/customers/8717,ConfigService,False,KongGateway,Failed,Pending,2020-12-19,5,Partner4,598,673429,848814
Jetpulse,api-gateway-30,/customers/2387,DatabaseProxyService,False,GooglePubSub,Failed,Pending,2020-05-02,23,Partner9,306,330769,537307
Twimm,api-gateway-47,/customers/5883,LoggingService,False,BillingService,Failed,Pending,2020-09-29,5,Partner1,742,319585,395048
Cogidoo,api-gateway-03,/customers/6756,CatalogService,True,DBCluster01,Pending,Failed,2022-12-18,16,Partner4,28,767402,437892
Jetwire,api-gateway-29,/customers/9062,ConfigService,True,SalesforceCRM,Failed,Pending,2021-07-06,22,Partner7,893,683459,368461
Zoomlounge,api-gateway-52,/customers/2710,LoggingService,False,KongGateway,Pending,Pending,2022-07-14,20,Partner7,95,729497,99104
Riffpedia,api-gateway-03,/customers/8912,GoogleMapsAPI,True,RedisCache,Pending,Completed,2021-05-08,18,Partner2,562,822777,326114
Mycat,api-gateway-26,/customers/3677,UserService,True,SmartLock-Entrance,Pending,Completed,2022-03-28,15,Partner5,775,626219,136557
Skinix,api-gateway-72,/customers/1986,DatabaseProxyService,False,SalesforceCRM,Failed,Completed,2021-11-09,5,Partner6,862,440478,582075
Gabspot,api-gateway-83,/customers/8356,ConfigService,False,DBCluster01,Completed,Pending,2021-03-14,0,Partner6,337,417609,151649
Twinte,api-gateway-65,/customers/4045,InventoryModule,False,SalesforceCRM,Failed,Failed,2021-02-07,7,Partner9,44,95704,782471
Realcube,api-gateway-31,/customers/4801,MessageQueueService,False,ApigeeEdge,Pending,Failed,2021-10-10,20,Partner8,645,858706,667242
Tazz,api-gateway-15,/customers/6476,InventoryModule,True,BillingService,Pending,Pending,2021-02-17,10,Partner6,119,536876,816155
Twimm,api-gateway-77,/customers/2509,OrderManagementService,False,Server42,Pending,Completed,2021-01-31,0,Partner6,298,474074,659304
Wordware,api-gateway-14,/customers/5972,GoogleMapsAPI,True,Server42,Failed,Pending,2020-03-05,1,Partner9,110,156098,783860
Trudeo,api-gateway-41,/customers/9091,GoogleMapsAPI,False,KongGateway,Completed,Pending,2020-05-25,0,Partner7,303,703129,792708
Jabberstorm,api-gateway-14,/customers/4639,GoogleMapsAPI,True,SensorArrayA1,Pending,Completed,2021-03-05,0,Partner8,796,972887,495870
Geba,api-gateway-16,/customers/8794,ConfigService,True,192.168.1.10,Pending,Failed,2021-07-30,21,Partner6,346,890024,654604
Tagopia,api-gateway-19,/customers/2320,GoogleMapsAPI,True,AuthService,Completed,Failed,2022-03-30,12,Partner5,155,768656,932459
Skyble,api-gateway-85,/customers/3420,InventoryModule,False,ApigeeEdge,Completed,Pending,2020-08-20,16,Partner5,337,551817,547800
Realbridge,api-gateway-02,/customers/9732,PaymentGateway,False,SmartLock-Entrance,Pending,Failed,2021-01-07,16,Partner6,985,234864,238313
Viva,api-gateway-07,/customers/2291,MessageQueueService,True,KongGateway,Completed,Completed,2022-12-26,11,Partner6,765,824168,174490
Edgeify,api-gateway-42,/customers/2591,ConfigService,False,SmartLock-Entrance,Completed,Completed,2020-11-24,20,Partner4,998,302722,427276
Camimbo,api-gateway-73,/customers/6326,UserService,False,BillingService,Pending,Completed,2022-09-04,12,Partner6,515,793595,309124
Tanoodle,api-gateway-64,/customers/5905,GoogleMapsAPI,True,SmartLock-Entrance,Completed,Completed,2020-09-26,19,Partner6,626,291115,417307
Edgeblab,api-gateway-38,/customers/4310,ConfigService,False,SalesforceCRM,Completed,Completed,2021-07-16,13,Partner2,605,648188,438867
Edgeify,api-gateway-11,/customers/8380,OrderManagementService,False,SalesforceCRM,Pending,Completed,2020-03-26,1,Partner8,797,611976,751603
Skivee,api-gateway-04,/customers/8712,OrderManagementService,False,SmartLock-Entrance,Completed,Failed,2020-08-06,14,Partner6,129,410645,700113
Realbuzz,api-gateway-85,/customers/0956,LoggingService,True,AuthService,Completed,Failed,2022-05-17,19,Partner2,876,232260,464211
Eadel,api-gateway-98,/customers/7152,OrderManagementService,True,RedisCache,Completed,Pending,2022-04-22,2,Partner3,391,985418,860681
Cogidoo,api-gateway-96,/customers/3262,UserService,True,AWS_S3,Completed,Failed,2022-10-16,2,Partner3,784,920962,207448
Ozu,api-gateway-86,/customers/4005,MessageQueueService,True,DBCluster01,Completed,Pending,2020-01-26,7,Partner1,595,557241,80096
Livetube,api-gateway-08,/customers/4429,GoogleMapsAPI,False,KongGateway,Pending,Pending,2021-08-04,10,Partner8,587,298239,681047
Topicshots,api-gateway-98,/customers/0411,CatalogService,True,192.168.1.10,Completed,Failed,2022-02-20,10,Partner2,291,560170,294040
Jaxworks,api-gateway-66,/customers/3882,OrderManagementService,True,AWS_S3,Completed,Pending,2022-10-12,13,Partner6,117,719816,687675
Jaxworks,api-gateway-52,/customers/2508,UserService,False,AzureBlobStorage,Failed,Completed,2021-10-20,6,Partner4,641,956600,697145
Skimia,api-gateway-03,/customers/7331,NotificationEngine,True,RedisCache,Failed,Failed,2022-04-04,5,Partner1,658,534216,205561
Oyonder,api-gateway-16,/customers/1415,CatalogService,True,AzureBlobStorage,Pending,Pending,2022-06-07,14,Partner6,346,42429,412855
Zoozzy,api-gateway-47,/customers/7401,InventoryModule,True,AuthService,Completed,Pending,2022-09-09,6,Partner1,894,354138,344153
Mudo,api-gateway-78,/customers/7312,OrderManagementService,True,GooglePubSub,Completed,Failed,2022-10-13,9,Partner6,480,355033,90038
Topicshots,api-gateway-69,/customers/2730,CatalogService,True,GooglePubSub,Pending,Pending,2020-05-10,19,Partner3,365,386744,428903
Katz,api-gateway-20,/customers/7711,InventoryModule,True,GooglePubSub,Completed,Pending,2020-03-28,13,Partner6,294,929550,104957
Photolist,api-gateway-38,/customers/0264,GoogleMapsAPI,True,AuthService,Pending,Failed,2021-06-30,20,Partner3,297,548437,114026
Quimm,api-gateway-40,/customers/8895,CatalogService,False,ApigeeEdge,Completed,Pending,2021-05-24,18,Partner4,971,499828,668765
Divape,api-gateway-74,/customers/8503,GoogleMapsAPI,True,192.168.1.10,Completed,Pending,2020-03-12,22,Partner4,372,120439,74290
Flipstorm,api-gateway-10,/customers/7236,PaymentGateway,False,AWS_S3,Completed,Pending,2022-03-16,19,Partner2,550,995199,885814
Skimia,api-gateway-92,/customers/7466,UserService,True,KongGateway,Failed,Failed,2022-01-24,9,Partner7,961,707345,236272
Brightbean,api-gateway-09,/customers/9809,GoogleMapsAPI,False,192.168.1.10,Failed,Failed,2020-10-08,10,Partner7,203,466207,229824
Dabvine,api-gateway-81,/customers/7220,ConfigService,True,BillingService,Failed,Pending,2021-12-14,14,Partner2,182,549400,89416
Eidel,api-gateway-32,/customers/9365,PaymentGateway,True,SmartLock-Entrance,Pending,Failed,2021-04-23,23,Partner9,989,73981,820009
Topicshots,api-gateway-20,/customers/9910,UserService,True,AzureBlobStorage,Failed,Pending,2020-03-20,2,Partner3,688,20695,188408
